"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"Memory_Ants.nlogox"
"1 гипотеза"
"06/08/2026 21:11:23:379 +0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-40","40","-40","40"
"[run number]","use-memory?","evaporation-rate","diffusion-rate","more-food?","[step]","total-food-count","count turtles","[length my-memory] of turtles"
"1209","true","10","0","false","1000","212","23","[0 15 0 0 0 15 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 15 15]"
"1210","true","10","0","false","1000","212","9","[0 0 0 0 0 0 0 0 15]"
"1211","true","10","0","false","1000","217","0","[]"
"1212","true","10","0","false","1000","212","20","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1213","true","10","0","false","1000","195","10","[15 15 0 15 3 15 4 15 15 0]"
"1214","true","10","0","false","1000","212","18","[15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1215","true","10","0","false","1000","216","12","[0 0 0 0 0 0 0 0 0 0 0 0]"
"1216","true","10","0","false","1000","210","23","[0 15 0 15 15 0 15 0 0 0 0 15 0 0 15 0 0 0 0 0 0 15 15]"
"1217","true","10","0","false","1000","212","19","[0 0 0 0 0 0 15 15 0 0 15 0 0 0 0 0 0 0 0]"
"1218","true","10","0","false","1000","214","18","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1219","true","10","0","false","1000","195","9","[15 15 15 5 0 15 15 15 15]"
"1220","true","10","0","false","1000","215","5","[0 0 0 0 0]"
"1221","true","10","0","true","1000","412","39","[15 15 0 15 15 15 15 0 15 15 10 15 15 15 15 5 15 15 0 15 15 15 0 1 15 15 15 15 0 15 15 15 15 15 0 15 15 15 15]"
"1222","true","10","0","true","1000","370","38","[15 15 15 15 15 15 15 15 0 15 15 15 15 15 15 15 15 15 15 15 15 0 15 15 15 15 15 15 15 0 15 15 15 15 15 0 15 15]"
"1223","true","10","0","true","1000","387","42","[0 0 15 15 0 0 11 0 3 0 0 0 0 0 15 0 0 15 0 15 0 0 15 0 13 15 0 15 15 15 15 0 0 2 15 15 0 15 15 15 15 15]"
"1224","true","10","0","true","1000","409","43","[0 0 15 15 0 0 15 15 15 6 0 15 15 15 15 0 0 4 0 0 0 0 15 15 15 0 15 0 9 0 15 0 11 0 15 1 0 0 15 0 15 15 15]"
"1225","true","10","0","true","1000","404","42","[0 3 15 15 15 15 0 15 15 0 15 0 15 0 12 15 15 0 15 15 0 15 0 15 15 0 15 15 15 15 0 15 15 0 0 15 0 15 15 15 15 15]"
"1226","true","10","0","true","1000","400","42","[0 9 15 0 15 15 0 15 0 15 0 0 15 15 15 0 0 0 15 0 0 15 15 0 11 13 0 15 15 15 1 15 15 15 0 0 0 0 0 15 15 15]"
"1227","true","10","0","true","1000","413","38","[0 15 0 15 0 15 15 15 0 15 15 0 0 0 0 15 15 15 15 0 15 0 15 15 15 15 0 15 15 0 6 15 0 1 0 15 0 0]"
"1228","true","10","0","true","1000","433","44","[15 0 0 0 0 0 0 15 0 15 0 15 0 0 15 15 0 0 0 15 3 15 0 15 15 15 0 0 15 0 0 0 0 15 0 0 15 15 0 15 15 15 15 0]"
"1229","true","10","0","true","1000","420","44","[15 15 0 0 15 15 15 15 15 10 0 15 15 15 15 15 0 15 15 1 0 0 15 15 15 0 15 0 15 0 15 15 15 0 0 15 15 0 15 15 1 15 0 15]"
"1230","true","10","0","true","1000","416","46","[0 0 0 0 15 0 0 0 0 15 0 0 15 0 0 0 15 0 0 15 0 15 0 0 0 15 0 15 0 15 0 0 0 0 0 0 0 0 0 1 0 1 0 3 0 15]"
"1231","true","10","0","true","1000","437","42","[15 15 15 15 0 15 11 15 0 0 15 0 15 15 15 0 15 0 15 0 0 0 0 0 15 1 15 15 15 0 15 0 0 15 0 0 0 0 0 0 0 0]"
"1232","true","10","0","true","1000","395","42","[0 0 0 15 0 0 0 0 0 15 15 15 15 0 15 15 0 0 0 3 15 15 15 15 15 15 0 0 15 0 15 15 14 15 0 15 0 0 15 15 15 10]"
"1233","true","10","0","true","1000","409","43","[1 0 0 15 15 0 0 4 15 15 0 15 0 0 15 15 15 0 15 14 0 0 15 15 3 15 15 15 15 15 15 15 15 0 15 15 0 9 15 15 15 5 15]"
"1234","true","10","0","true","1000","405","45","[0 0 0 0 15 0 15 0 0 15 0 0 15 0 0 0 15 0 3 0 0 0 15 0 15 0 0 0 0 0 15 0 15 0 15 15 15 0 0 15 0 0 15 15 0]"
"1235","true","10","0","true","1000","411","41","[15 15 2 15 15 15 0 0 0 0 2 0 15 15 14 15 15 15 0 15 15 15 0 0 0 15 15 15 15 15 0 15 0 0 15 15 0 15 0 0 3]"
"1236","true","10","0","true","1000","414","41","[15 0 0 15 0 0 0 15 15 15 15 14 0 15 0 3 0 15 0 15 0 0 0 15 15 0 15 0 0 15 15 15 0 15 15 0 0 0 15 0 14]"
"1237","true","10","0","true","1000","418","44","[0 15 15 7 15 0 0 15 15 0 0 15 15 15 0 15 15 15 0 15 0 3 8 15 0 1 15 15 15 0 12 0 15 15 15 15 15 15 0 15 15 0 15 15]"
"1238","true","10","0","true","1000","438","47","[15 0 0 15 15 0 0 0 0 15 0 13 0 15 0 0 0 15 15 0 0 15 0 0 15 0 0 15 0 4 0 0 0 0 0 0 0 0 15 0 15 0 0 15 0 0 0]"
"1239","true","10","0","true","1000","411","39","[15 0 15 15 15 15 0 15 15 15 15 15 0 15 15 15 15 15 15 15 0 15 15 15 15 15 15 0 15 0 0 15 15 15 10 0 15 0 15]"
"1240","true","10","0","true","1000","420","40","[15 13 15 15 15 15 15 0 15 15 15 15 15 15 0 15 15 0 15 13 15 15 15 15 15 15 15 15 15 15 15 15 0 11 15 15 15 15 15 3]"
"1241","true","10","0","false","1000","214","8","[0 0 0 0 0 0 0 0]"
"1242","true","10","0","false","1000","212","15","[15 15 15 15 0 15 15 0 15 0 0 0 15 0 15]"
"1243","true","10","0","false","1000","209","9","[15 15 15 15 15 15 15 15 0]"
"1244","true","10","0","false","1000","215","16","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1245","true","10","0","false","1000","212","15","[5 0 0 0 0 15 0 0 0 0 0 0 0 15 15]"
"1246","true","10","0","false","1000","210","9","[15 15 15 15 15 15 15 15 15]"
"1247","true","10","0","false","1000","215","9","[0 0 0 0 0 0 0 0 0]"
"1188","true","10","50","true","1000","306","21","[15 15 15 15 0 15 15 15 15 15 15 0 15 15 15 15 15 15 15 15 15]"
"1248","true","10","0","false","1000","195","8","[15 5 15 15 15 15 15 15]"
"1249","true","10","0","false","1000","187","15","[15 0 15 15 10 0 15 0 15 0 15 0 0 0 0]"
"1250","true","10","0","false","1000","213","20","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1251","true","10","0","false","1000","211","17","[0 0 15 0 15 15 15 0 0 15 0 0 0 0 15 15 0]"
"1252","true","10","0","false","1000","209","18","[15 0 0 15 0 0 15 15 0 15 0 0 0 15 15 0 15 15]"
"1254","true","10","0","false","1000","204","16","[0 0 15 15 15 15 0 0 15 0 0 0 12 0 15 0]"
"1255","true","10","0","false","1000","213","7","[0 0 0 0 0 0 0]"
"1256","true","10","0","false","1000","214","17","[15 0 0 0 0 0 15 15 0 0 15 0 0 0 0 15 0]"
"1257","true","10","0","false","1000","213","23","[0 0 0 0 15 0 0 0 0 0 0 0 15 15 0 15 0 15 0 15 0 0 0]"
"1258","true","10","0","false","1000","215","5","[0 0 0 0 0]"
"1259","true","10","0","false","1000","182","14","[0 0 0 15 15 0 15 0 0 15 0 15 0 0]"
"1260","true","10","0","false","1000","212","9","[15 15 15 15 15 15 15 15 15]"
"1261","true","10","0","true","1000","405","42","[15 15 0 12 14 15 0 15 15 15 15 15 15 10 15 15 0 15 0 0 15 15 15 0 0 0 15 15 15 15 15 15 0 15 15 0 15 15 15 15 15 0]"
"1262","true","10","0","true","1000","400","42","[0 15 0 15 15 15 15 15 0 15 15 0 0 15 15 0 15 15 0 15 15 15 15 15 15 15 15 15 15 15 15 1 15 15 1 0 0 15 14 15 15 15]"
"1263","true","10","0","true","1000","400","38","[15 15 0 15 15 0 15 15 0 15 15 15 2 15 0 0 15 0 15 0 0 15 15 0 0 15 12 15 0 0 15 15 15 15 15 15 15 0]"
"1264","true","10","0","true","1000","412","38","[15 15 15 15 0 2 0 15 15 15 3 15 15 0 15 0 0 0 1 15 15 0 15 15 15 0 15 15 0 15 0 10 15 11 15 15 15 15]"
"1265","true","10","0","true","1000","427","44","[0 0 15 15 0 0 15 13 0 15 2 15 0 15 1 0 15 15 15 0 15 0 15 15 15 15 0 0 15 0 15 0 0 15 15 15 0 15 15 15 15 15 0 0]"
"1266","true","10","0","true","1000","415","40","[15 15 15 15 15 15 15 0 1 0 15 0 0 15 15 0 15 15 0 0 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1267","true","10","0","true","1000","418","43","[15 15 15 0 15 15 15 15 15 15 15 15 0 15 15 13 15 15 15 15 15 0 0 15 15 15 15 0 15 15 15 15 15 8 15 15 0 15 0 15 15 0 0]"
"1268","true","10","0","true","1000","410","40","[15 15 15 15 0 15 15 15 15 15 15 14 15 15 15 15 0 15 15 15 15 15 15 15 15 15 15 15 15 15 0 15 15 15 15 15 15 0 15 15]"
"1269","true","10","0","true","1000","389","40","[0 0 15 15 0 15 15 15 15 15 15 0 0 15 15 15 15 0 15 15 15 15 13 0 15 15 15 15 15 15 15 0 15 15 15 15 15 15 15 15]"
"1270","true","10","0","true","1000","403","39","[15 15 15 15 0 0 15 15 2 0 15 15 15 15 15 15 15 4 15 15 0 15 15 0 15 15 0 15 15 15 12 0 15 15 0 15 15 15 15]"
"1271","true","10","0","true","1000","403","36","[15 0 0 0 0 7 15 15 1 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 0 15 0 0 15 15]"
"1272","true","10","0","true","1000","422","38","[0 15 0 0 15 15 15 15 0 0 0 15 0 0 0 0 0 0 0 1 0 0 0 5 0 15 15 15 0 0 0 0 15 0 0 0 15 0]"
"1273","true","10","0","true","1000","416","40","[15 0 0 15 15 0 15 0 15 0 0 0 15 0 15 0 15 0 15 15 0 15 0 15 15 15 0 0 15 15 15 15 10 0 0 0 0 15 15 0]"
"1274","true","10","0","true","1000","417","44","[1 0 0 0 15 15 0 15 15 0 15 2 11 15 15 15 15 0 15 15 15 5 15 15 15 0 0 0 15 0 0 15 0 15 15 15 15 15 0 0 0 0 15 15]"
"1275","true","10","0","true","1000","373","38","[15 0 0 0 0 15 0 0 15 1 15 15 0 0 0 0 15 11 0 15 4 0 15 15 15 15 15 15 0 15 15 15 15 0 0 0 15 0]"
"1276","true","10","0","true","1000","418","45","[15 15 0 15 0 0 0 15 15 15 0 0 0 0 15 15 0 0 0 0 15 0 15 0 0 15 15 15 0 0 15 15 13 0 15 14 15 0 0 15 15 0 15 0 0]"
"1277","true","10","0","true","1000","402","37","[0 15 0 15 15 15 0 15 0 15 15 15 0 15 15 15 15 0 15 12 15 15 15 0 0 0 15 15 15 15 15 15 0 15 15 15 0]"
"1278","true","10","0","true","1000","426","41","[0 15 15 15 15 0 0 15 15 15 0 15 15 11 0 0 15 0 15 11 15 0 0 15 15 15 15 0 0 15 0 15 0 15 15 2 15 15 15 15 0]"
"1279","true","10","0","true","1000","402","39","[15 1 0 15 0 0 0 15 0 0 0 0 15 0 15 15 15 0 0 15 0 11 15 0 15 0 15 0 15 15 15 15 0 15 0 0 15 0 0]"
"1280","true","10","0","true","1000","411","39","[0 0 15 15 15 0 15 0 15 0 15 15 15 0 0 15 1 0 0 15 3 15 15 15 0 0 0 15 4 15 15 15 0 15 15 15 15 0 15]"
"1281","true","10","0","false","1000","215","20","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1282","true","10","0","false","1000","213","7","[0 0 0 0 0 0 0]"
"1283","true","10","0","false","1000","216","16","[0 0 0 0 15 0 0 15 0 0 15 0 0 15 15 0]"
"1285","true","10","0","false","1000","173","4","[15 15 15 15]"
"1284","true","10","0","false","1000","207","16","[15 15 15 15 15 15 15 0 15 0 0 15 15 15 0 0]"
"1286","true","10","0","false","1000","216","17","[0 0 0 0 15 0 0 0 0 0 0 15 0 0 0 0 0]"
"1287","true","10","0","false","1000","190","4","[15 15 15 15]"
"1288","true","10","0","false","1000","216","0","[]"
"1289","true","10","0","false","1000","182","8","[15 15 15 15 15 15 0 15]"
"1290","true","10","0","false","1000","216","11","[0 0 0 0 0 0 0 0 0 0 0]"
"1291","true","10","0","false","1000","214","14","[0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1293","true","10","0","false","1000","210","0","[]"
"1292","true","10","0","false","1000","203","23","[0 0 0 15 15 0 0 0 0 15 0 0 0 15 15 0 0 0 0 0 15 0 2]"
"1294","true","10","0","false","1000","213","10","[0 0 0 0 0 0 0 0 0 0]"
"1295","true","10","0","false","1000","216","8","[0 15 0 0 0 15 0 0]"
"1296","true","10","0","false","1000","216","2","[0 0]"
"1297","true","10","0","false","1000","209","8","[15 15 15 0 15 15 15 15]"
"1298","true","10","0","false","1000","209","9","[15 15 15 15 15 15 15 15 15]"
"1299","true","10","0","false","1000","216","19","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1300","true","10","0","false","1000","215","18","[0 0 0 0 0 0 0 0 0 15 0 0 0 0 15 0 0 0]"
"1303","true","10","0","true","1000","394","33","[4 15 0 15 15 0 5 15 15 3 15 15 15 15 0 15 15 11 0 15 12 0 15 13 15 15 15 15 15 15 6 15 15]"
"1302","true","10","0","true","1000","405","40","[0 5 15 15 0 15 15 15 0 15 15 15 15 15 15 15 0 0 15 15 15 0 15 15 15 15 15 15 0 0 15 15 15 15 15 15 15 0 15 0]"
"1301","true","10","0","true","1000","415","39","[0 0 15 0 15 3 15 15 0 0 0 6 0 0 15 0 15 15 0 15 0 0 14 0 0 15 0 0 15 0 8 0 0 0 15 0 15 0 15]"
"1304","true","10","0","true","1000","387","39","[0 0 15 15 15 15 0 15 9 5 4 15 11 15 15 15 15 15 15 0 0 15 15 0 15 15 0 15 15 15 12 15 0 15 15 15 0 15 15]"
"1305","true","10","0","true","1000","430","43","[0 15 0 0 15 15 0 0 0 0 0 15 0 15 1 0 0 0 15 0 15 0 0 15 0 0 0 15 15 15 15 0 15 15 15 0 15 15 15 15 0 0 15]"
"1306","true","10","0","true","1000","406","40","[0 15 15 0 0 0 15 11 15 0 0 15 15 15 0 15 15 15 0 13 15 15 0 15 0 15 14 0 15 15 0 0 15 15 0 0 0 0 0 15]"
"1307","true","10","0","true","1000","417","42","[0 0 0 0 15 15 0 0 15 15 15 0 0 15 0 0 0 0 0 0 15 15 0 0 0 0 15 0 0 0 15 0 0 0 0 15 0 15 0 15 15 0]"
"1308","true","10","0","true","1000","391","41","[1 0 15 15 15 15 0 15 15 0 15 15 15 0 2 15 15 15 12 15 15 0 15 0 0 15 0 15 13 15 15 14 15 15 1 15 15 15 15 0 15]"
"1309","true","10","0","true","1000","396","38","[0 15 0 0 0 15 15 0 0 15 15 0 0 15 15 15 0 0 0 15 0 1 0 1 0 5 0 0 15 0 13 0 0 5 15 0 15 15]"
"1310","true","10","0","true","1000","403","42","[15 15 0 0 15 0 15 15 0 15 15 0 15 15 3 15 15 15 15 15 15 15 0 0 10 15 15 0 15 15 0 1 15 15 13 15 0 0 15 0 15 15]"
"1312","true","10","0","true","1000","379","39","[0 15 15 15 15 15 15 15 15 14 15 15 0 0 15 15 15 15 15 0 15 15 15 0 15 15 15 15 15 12 15 0 15 15 15 15 3 15 15]"
"1311","true","10","0","true","1000","417","33","[15 5 0 0 0 10 15 15 15 15 0 15 15 13 15 4 15 15 15 15 0 15 15 15 0 15 15 15 15 15 0 11 15]"
"1313","true","10","0","true","1000","395","41","[15 15 15 0 15 15 0 15 0 15 0 15 15 15 15 15 13 15 15 0 0 0 15 15 15 15 15 0 15 15 15 0 0 15 15 15 15 15 15 15 15]"
"1314","true","10","0","true","1000","406","42","[15 0 15 0 15 0 15 15 15 1 0 0 15 0 15 0 2 15 0 0 0 15 15 15 0 0 0 15 0 0 15 15 3 0 15 0 15 15 0 0 15 0]"
"1315","true","10","0","true","1000","416","41","[0 15 0 0 0 15 0 0 15 15 15 0 15 0 15 4 15 15 15 0 0 0 10 15 15 15 15 0 15 0 1 15 0 15 15 0 0 0 0 15 0]"
"1253","true","10","0","false","1000","207","14","[15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1316","true","10","0","true","1000","423","43","[15 15 15 15 15 15 15 15 15 15 15 15 3 15 15 0 15 15 0 0 15 15 15 15 15 15 0 0 0 15 15 15 0 15 0 15 15 0 15 0 15 0 0]"
"1317","true","10","0","true","1000","394","38","[15 15 0 0 0 0 11 5 15 15 0 15 15 15 15 15 15 15 0 15 15 15 0 15 15 15 15 15 0 15 15 15 15 15 15 15 15 0]"
"1318","true","10","0","true","1000","424","43","[0 0 0 0 0 15 0 15 15 15 0 15 15 15 15 0 15 0 0 0 0 15 1 15 0 15 15 15 0 0 0 0 0 15 0 0 15 15 0 0 0 0 0]"
"1319","true","10","0","true","1000","407","41","[15 15 15 0 15 0 15 15 15 0 15 15 15 15 15 15 15 15 15 0 15 12 15 0 15 15 15 15 15 15 0 15 15 15 15 15 0 15 0 15 15]"
"1320","true","10","0","true","1000","400","42","[0 15 0 15 0 15 15 15 1 15 0 0 15 15 15 15 15 10 15 15 15 0 15 15 11 15 15 15 15 15 0 15 0 15 15 15 15 15 15 12 15 13]"
"1322","true","10","50","false","1000","213","10","[0 15 0 15 15 0 0 0 0 0]"
"1323","true","10","50","false","1000","210","3","[0 0 0]"
"1324","true","10","50","false","1000","207","10","[15 15 0 0 15 15 15 15 15 15]"
"1325","true","10","50","false","1000","184","5","[15 15 15 15 15]"
"1326","true","10","50","false","1000","208","8","[15 15 15 15 15 15 15 15]"
"1327","true","10","50","false","1000","214","0","[]"
"1328","true","10","50","false","1000","203","11","[15 15 0 0 15 15 15 15 0 15 15]"
"1329","true","10","50","false","1000","213","1","[0]"
"1330","true","10","50","false","1000","207","20","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1331","true","10","50","false","1000","214","9","[0 0 0 0 0 0 0 15 15]"
"1332","true","10","50","false","1000","212","3","[0 0 0]"
"1333","true","10","50","false","1000","214","2","[0 0]"
"1334","true","10","50","false","1000","210","8","[15 15 15 15 15 15 15 15]"
"1335","true","10","50","false","1000","213","0","[]"
"1336","true","10","50","false","1000","198","8","[15 15 15 15 15 15 15 15]"
"1337","true","10","50","false","1000","211","0","[]"
"1338","true","10","50","false","1000","164","3","[15 15 15]"
"1340","true","10","50","false","1000","213","0","[]"
"1339","true","10","50","false","1000","203","16","[0 0 15 15 15 0 15 15 0 15 0 15 0 0 0 0]"
"1341","true","10","50","true","1000","346","27","[0 15 0 3 0 0 0 15 0 15 15 0 15 0 0 15 0 15 15 15 0 0 0 15 15 0 15]"
"1342","true","10","50","true","1000","344","31","[15 15 15 15 0 0 15 1 15 0 15 15 15 15 15 7 15 15 15 15 0 15 15 15 0 15 0 0 0 15 15]"
"1343","true","10","50","true","1000","307","12","[15 15 15 15 15 0 15 15 15 15 15 15]"
"1344","true","10","50","true","1000","324","25","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1345","true","10","50","true","1000","357","27","[15 0 0 0 0 15 15 15 0 15 15 6 15 15 0 0 15 0 15 0 15 15 15 15 0 15 15]"
"1346","true","10","50","true","1000","312","23","[15 0 0 15 0 1 15 15 0 0 0 15 0 14 0 15 1 15 0 15 15 0 15]"
"1347","true","10","50","true","1000","227","23","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1348","true","10","50","true","1000","375","28","[0 0 15 15 15 15 0 15 15 15 15 3 0 15 0 0 5 15 15 15 0 15 0 15 15 0 0 0]"
"1349","true","10","50","true","1000","322","25","[15 15 0 0 15 0 0 0 5 0 15 15 15 0 0 0 0 15 15 1 15 15 15 15 15]"
"1350","true","10","50","true","1000","315","20","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1351","true","10","50","true","1000","293","21","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1352","true","10","50","true","1000","284","16","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1354","true","10","50","true","1000","307","26","[15 0 15 15 15 0 15 0 15 15 15 15 0 0 0 15 15 15 15 15 15 15 15 15 0 15]"
"1353","true","10","50","true","1000","322","29","[0 15 0 0 0 15 15 0 0 2 15 15 0 15 0 15 15 15 0 0 15 1 2 0 15 0 15 2 0]"
"1355","true","10","50","true","1000","294","17","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1356","true","10","50","true","1000","324","21","[15 15 15 15 15 15 15 15 0 15 15 15 15 15 15 15 15 15 15 15 15]"
"1357","true","10","50","true","1000","311","15","[15 15 15 15 0 15 15 15 15 15 15 15 0 0 15]"
"1360","true","10","50","true","1000","313","21","[0 0 0 15 15 15 0 0 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1359","true","10","50","true","1000","279","15","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1358","true","10","50","true","1000","331","13","[15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1361","true","10","50","false","1000","165","3","[15 15 15]"
"1362","true","10","50","false","1000","211","9","[0 0 15 15 0 0 0 0 0]"
"1363","true","10","50","false","1000","214","0","[]"
"1365","true","10","50","false","1000","189","15","[0 0 15 0 0 15 0 0 0 0 15 0 15 15 0]"
"1364","true","10","50","false","1000","205","7","[15 15 15 15 15 15 15]"
"1366","true","10","50","false","1000","210","4","[0 0 0 0]"
"1367","true","10","50","false","1000","210","9","[0 0 0 0 0 0 0 0 0]"
"1369","true","10","50","false","1000","215","0","[]"
"1370","true","10","50","false","1000","182","11","[15 15 15 15 15 15 15 15 15 15 15]"
"1368","true","10","50","false","1000","209","16","[15 0 0 0 0 0 0 0 0 0 15 15 15 13 15 0]"
"1371","true","10","50","false","1000","191","14","[0 0 15 0 0 0 15 15 0 0 15 15 0 0]"
"1372","true","10","50","false","1000","181","4","[15 15 15 15]"
"1373","true","10","50","false","1000","213","4","[0 0 0 0]"
"1375","true","10","50","false","1000","213","3","[0 0 0]"
"1374","true","10","50","false","1000","210","1","[0]"
"1376","true","10","50","false","1000","217","0","[]"
"1321","true","10","50","false","1000","212","0","[]"
"1377","true","10","50","false","1000","213","7","[0 0 0 0 0 0 0]"
"1378","true","10","50","false","1000","214","1","[0]"
"1379","true","10","50","false","1000","179","6","[15 15 3 15 15 15]"
"1380","true","10","50","false","1000","208","8","[15 15 15 15 15 15 15 15]"
"1381","true","10","50","true","1000","314","14","[15 15 15 15 15 15 15 2 15 13 15 15 15 15]"
"1383","true","10","50","true","1000","312","26","[15 0 15 15 15 15 15 15 15 15 15 15 0 15 15 15 15 15 0 15 15 15 15 15 15 15]"
"1384","true","10","50","true","1000","303","28","[15 15 0 15 0 15 15 15 0 15 0 15 15 15 0 15 0 15 15 15 15 15 15 15 0 0 15 15]"
"1385","true","10","50","true","1000","365","24","[15 0 0 0 0 15 15 0 15 15 15 15 2 15 0 0 0 1 0 0 15 0 1 0]"
"1386","true","10","50","true","1000","361","31","[0 0 0 15 15 15 15 0 0 0 0 0 0 15 15 15 15 0 15 0 15 0 0 15 15 15 0 15 15 15 0]"
"1387","true","10","50","true","1000","337","16","[15 0 15 15 3 15 15 15 15 15 15 15 15 15 0 15]"
"1388","true","10","50","true","1000","390","39","[0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0]"
"1389","true","10","50","true","1000","360","39","[15 0 0 0 15 15 15 15 15 15 0 15 0 15 0 0 15 0 0 0 0 0 0 15 15 0 0 0 15 15 15 0 15 15 0 0 0 15 15]"
"1390","true","10","50","true","1000","284","20","[15 15 15 15 15 15 15 15 15 15 0 15 15 15 15 15 15 15 15 15]"
"1391","true","10","50","true","1000","296","24","[0 0 0 0 15 0 15 0 0 0 15 15 15 0 0 0 15 15 0 15 15 0 15 0]"
"1392","true","10","50","true","1000","339","29","[3 15 15 15 15 15 15 15 12 15 15 0 15 15 1 3 0 0 0 15 15 0 0 0 2 15 15 1 15]"
"1393","true","10","50","true","1000","312","20","[0 0 15 0 15 15 15 0 15 1 0 15 2 15 15 15 0 15 15 0]"
"1394","true","10","50","true","1000","316","22","[15 15 15 15 0 15 0 15 0 0 15 0 0 15 0 0 0 0 0 15 15 15]"
"1395","true","10","50","true","1000","312","28","[15 15 15 15 15 15 0 15 15 15 15 15 15 15 15 15 15 0 15 15 0 0 11 15 0 15 15 15]"
"1396","true","10","50","true","1000","322","27","[0 0 0 0 15 0 0 0 15 15 15 15 0 15 15 0 15 0 15 0 15 0 0 0 15 15 0]"
"1397","true","10","50","true","1000","296","14","[5 15 15 15 15 15 15 15 10 15 15 15 5 15]"
"1398","true","10","50","true","1000","332","23","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1399","true","10","50","true","1000","303","18","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1401","true","10","50","false","1000","202","16","[10 0 15 0 0 15 15 15 1 15 15 0 15 15 0 15]"
"1400","true","10","50","true","1000","282","20","[15 15 15 15 15 15 15 15 15 15 15 4 15 15 15 15 14 15 15 15]"
"1402","true","10","50","false","1000","210","1","[0]"
"1403","true","10","50","false","1000","215","0","[]"
"1406","true","10","50","false","1000","168","3","[15 15 15]"
"1405","true","10","50","false","1000","183","9","[15 0 15 15 15 15 0 1 15]"
"1404","true","10","50","false","1000","173","11","[15 15 15 15 15 15 15 15 15 15 15]"
"1407","true","10","50","false","1000","213","8","[0 0 0 0 0 0 0 0]"
"1408","true","10","50","false","1000","212","1","[0]"
"1409","true","10","50","false","1000","188","5","[15 15 15 15 15]"
"1411","true","10","50","false","1000","215","0","[]"
"1410","true","10","50","false","1000","213","11","[0 0 0 0 0 0 0 0 0 0 0]"
"1412","true","10","50","false","1000","212","11","[0 0 0 0 0 0 0 0 0 0 0]"
"1413","true","10","50","false","1000","213","3","[0 0 0]"
"1415","true","10","50","false","1000","171","6","[15 15 0 15 15 15]"
"1414","true","10","50","false","1000","214","0","[]"
"1416","true","10","50","false","1000","212","0","[]"
"1417","true","10","50","false","1000","211","1","[0]"
"1418","true","10","50","false","1000","209","9","[0 0 0 0 0 0 0 0 0]"
"1419","true","10","50","false","1000","204","6","[15 15 15 15 15 15]"
"1420","true","10","50","false","1000","206","8","[15 15 15 15 15 15 15 0]"
"1421","true","10","50","true","1000","365","21","[0 15 15 15 15 0 0 0 6 0 0 0 0 15 0 2 15 0 15 15 0]"
"1422","true","10","50","true","1000","330","30","[0 15 15 15 15 15 15 15 15 0 0 0 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1423","true","10","50","true","1000","266","17","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1424","true","10","50","true","1000","327","21","[0 7 0 0 0 0 0 0 15 0 0 15 0 0 0 15 7 0 0 0 0]"
"1425","true","10","50","true","1000","289","8","[15 15 15 15 15 15 15 15]"
"1426","true","10","50","true","1000","287","24","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1427","true","10","50","true","1000","300","15","[15 14 15 15 14 15 15 3 0 3 15 14 15 15 15]"
